"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"gene"
"Numb";2,07799302868306e-05;0,00143111643120847;0,289;0,232;0,466260075775905;"Numb"
"Rbm8a";2,10409620803346e-05;-0,118020599883987;0,599;0,609;0,472117107158547;"Rbm8a"
"Fastkd2";2,11831921049127e-05;-0,112920264752997;0,192;0,224;0,475308464450031;"Fastkd2"
"Cth";2,12648411381898e-05;-0,113998714783726;0,442;0,48;0,477140505458703;"Cth"
"Tsen15";2,16468386097305e-05;-0,086905499030386;0,135;0,167;0,485711764725132;"Tsen15"
"Jund";2,16918061669343e-05;-0,0775342849909246;0,866;0,869;0,486720746773672;"Jund"
"Psmd11";2,17169607320887e-05;-0,144304791788598;0,52;0,534;0,487285164906606;"Psmd11"
"Eif4h";2,18127789479698e-05;-0,154229040747912;0,56;0,571;0,489435134034546;"Eif4h"
"Slc37a4";2,19254524838008e-05;-0,0148473223390619;0,324;0,268;0,491963302831522;"Slc37a4"
"Deptor";2,19328949179506e-05;-0,106472106296249;0,255;0,287;0,492130296168975;"Deptor"
"Ube2l6";2,19922487106212e-05;0,061411394665927;0,111;0,081;0,493462076568918;"Ube2l6"
"Vav2";2,2124072087795e-05;-0,0104500443398412;0,138;0,103;0,496419929505943;"Vav2"
"Dnajc9";2,24610702703962e-05;-0,0679133136005655;0,269;0,313;0,503981494727151;"Dnajc9"
"Odc1";2,25246327572322e-05;-0,156868236614477;0,458;0,474;0,505407709806776;"Odc1"
"Pop5";2,26983229987578e-05;-0,0904435816212636;0,604;0,614;0,509304971446128;"Pop5"
"Luc7l";2,29393936699449e-05;-0,106839431332265;0,385;0,411;0,514714115166224;"Luc7l"
"Trip13";2,30739113605233e-05;-0,0606052156762829;0,092;0,121;0,517732423107421;"Trip13"
"Slc30a9";2,32394882415273e-05;0,0602532271388719;0,269;0,22;0,521447637163388;"Slc30a9"
"Glod4";2,35626259520762e-05;-0,130754927847208;0,382;0,406;0,528698201112686;"Glod4"
"Vamp2";2,37163928664984e-05;0,0765462616934476;0,188;0,149;0,532148423138491;"Vamp2"
"Vim";2,37755283409904e-05;0,099050753432561;0,111;0,081;0,533475304915143;"Vim"
"Itpr2";2,3928558665256e-05;0,169248072285746;0,109;0,081;0,536908999331014;"Itpr2"
"Utrn";2,41398955059135e-05;-0,150894708617931;0,328;0,365;0,541650975361688;"Utrn"
"Lrrc57";2,42755750916082e-05;0,0296002245458031;0,107;0,077;0,544695353905504;"Lrrc57"
"Akna";2,42998555429223e-05;0,113177746321653;0,101;0,073;0,54524015867209;"Akna"
"Slc6a4";2,4352685137346e-05;-0,000358325771158713;0,165;0,126;0,546425549111771;"Slc6a4"
"Sptan1";2,44111022964095e-05;-0,190308507634178;0,369;0,392;0,547736313326837;"Sptan1"
"Ppat";2,44806891554969e-05;-0,0303285129667396;0,14;0,177;0,54929770327104;"Ppat"
"0610010K14Rik";2,45914131401277e-05;-0,112931206538729;0,373;0,401;0,551782128038184;"0610010K14Rik"
"Tpm4";2,47268571483571e-05;-0,092393937222501;0,327;0,366;0,554821220694837;"Tpm4"
"Defa3";2,48501718830217e-05;-0,109041187078685;0,072;0,1;0,557588156711241;"Defa3"
"Rexo2";2,48798901269726e-05;-0,063303884431321;0,398;0,431;0,558254974669011;"Rexo2"
"Aph1a";2,49839968438437e-05;-0,159783968881096;0,414;0,43;0,560590921182166;"Aph1a"
"Swi5";2,52785390951657e-05;-0,111940645709176;0,713;0,713;0,567199860217327;"Swi5"
"Dynlt3";2,53728818604168e-05;-0,102889914728607;0,32;0,351;0,569316723184032;"Dynlt3"
"Cdc14a";2,54218103234043e-05;0,0424809452163458;0,174;0,135;0,570414580036547;"Cdc14a"
"Arnt";2,54939787126679e-05;-0,00556125572546168;0,162;0,124;0,572033894354843;"Arnt"
"Mast3";2,58601837625645e-05;0,0649589569912624;0,126;0,094;0,580250803264422;"Mast3"
"Asf1b";2,60515801922323e-05;-0,058295353368797;0,089;0,117;0,584545356353308;"Asf1b"
"Brd2";2,62000989190319e-05;-0,115163663850888;0,55;0,568;0,587877819545238;"Brd2"
"Hpf1";2,63009224417526e-05;-0,0557569545173104;0,331;0,376;0,590140097748045;"Hpf1"
"Nfib";2,63384869798659e-05;-0,146602044697137;0,432;0,453;0,59098297085423;"Nfib"
"Rab11fip3";2,68872743002303e-05;-0,00688660348056613;0,118;0,086;0,603296660748569;"Rab11fip3"
"Rhno1";2,71565405775707e-05;-0,0851453329877732;0,134;0,165;0,609338457479531;"Rhno1"
"Nup37";2,72032862509036e-05;-0,0710953855261175;0,185;0,22;0,610387336897776;"Nup37"
"Pdcd2";2,72089650752947e-05;-0,116145150450574;0,345;0,371;0,610514758359463;"Pdcd2"
"Cachd1";2,74563183531407e-05;-0,0762469860709333;0,075;0,102;0,616064871207772;"Cachd1"
"Sema4a";2,75537720149199e-05;-0,0326569173787858;0,292;0,236;0,618251536470774;"Sema4a"
"Romo1";2,76303976377145e-05;0,0916222862307254;0,749;0,726;0,619970862195037;"Romo1"
"Uspl1";2,79014977633648e-05;-0,0583810546072896;0,119;0,151;0,62605380681438;"Uspl1"
"Pank1";2,85320188289857e-05;-0,106352205291479;0,206;0,235;0,640201438484782;"Pank1"
"Hmbs";2,86147355076091e-05;-0,10524647247817;0,313;0,337;0,642057435319733;"Hmbs"
"Hnrnpm";2,86176928396317e-05;-0,12688400419215;0,567;0,59;0,642123791935657;"Hnrnpm"
"Nr2c2ap";2,86373597646257e-05;-0,0867537448920699;0,326;0,359;0,642565078398672;"Nr2c2ap"
"Gzma";2,86872023370215e-05;0,335611018066754;0,303;0,266;0,643683446038088;"Gzma"
"Creld2";2,86939579615309e-05;-0,126189034937703;0,255;0,285;0,643835028740831;"Creld2"
"4932438A13Rik";2,89151383316092e-05;0,075104141739472;0,47;0,41;0,648797873884648;"4932438A13Rik"
"Hspa4l";2,89473909291769e-05;-0,0358539332431017;0,184;0,221;0,64952155766887;"Hspa4l"
"Vps36";2,90510578028714e-05;-0,103661959637911;0,453;0,472;0,651847634980828;"Vps36"
"Smarca4";2,905507864e-05;-0,121157717249209;0,345;0,377;0,65193785452432;"Smarca4"
"Sqstm1";2,92282342845311e-05;0,0234019552089015;0,393;0,334;0,655823120876309;"Sqstm1"
"Lrrfip1";2,98536401847435e-05;0,0698158415208867;0,252;0,206;0,669855978465275;"Lrrfip1"
"Gpr55";2,99346185157308e-05;0,165058753617018;0,121;0,092;0,671672970255968;"Gpr55"
"Mthfd2";3,05874000559531e-05;-0,0561886058242754;0,165;0,2;0,686320082455475;"Mthfd2"
"Cdk2ap1";3,06723589922931e-05;-0,104007962944363;0,295;0,326;0,688226391069073;"Cdk2ap1"
"Ehmt1";3,11803780605789e-05;-0,0910680252315489;0,279;0,311;0,699625322923269;"Ehmt1"
"Erp29";3,15856110210758e-05;-0,0984358986374219;0,657;0,665;0,708717940090899;"Erp29"
"Pdhx";3,17026252632421e-05;-0,097965501116948;0,158;0,188;0,711343505656626;"Pdhx"
"Nom1";3,22937404987516e-05;-0,118632976050866;0,222;0,255;0,724606949310988;"Nom1"
"Tmem181a";3,23125613582621e-05;-0,0203138683658056;0,198;0,154;0,725029251756685;"Tmem181a"
"Zfp768";3,23646501107794e-05;0,00401146475138853;0,137;0,103;0,726198019185667;"Zfp768"
"Rnmt";3,26214290271044e-05;-0,0825083355715464;0,203;0,234;0,731959624510167;"Rnmt"
"Coa6";3,27267213639345e-05;-0,160454466969994;0,378;0,395;0,734322173963961;"Coa6"
"Nup133";3,28337833303771e-05;-0,0325879065767317;0,083;0,112;0,736724430367002;"Nup133"
"Tmem208";3,2996042114698e-05;-0,110595640411491;0,65;0,665;0,740365192969593;"Tmem208"
"Timm44";3,30105358008853e-05;-0,106184255797897;0,354;0,378;0,740690402300264;"Timm44"
"Smn1";3,30166612531263e-05;-0,0725843355117734;0,249;0,285;0,740827845197649;"Smn1"
"Arpc1a";3,36585711384986e-05;-0,101429218550923;0,563;0,575;0,755231019205631;"Arpc1a"
"Pop7";3,37845759797344e-05;-0,113159385606195;0,362;0,382;0,758058315833281;"Pop7"
"Mettl26";3,40318416343548e-05;-0,128347688509995;0,592;0,61;0,763606462591653;"Mettl26"
"Mrpl11";3,4118895911198e-05;-0,10665719385372;0,522;0,54;0,765559786455461;"Mrpl11"
"Optn";3,43641569299766e-05;0,0123229481265716;0,251;0,204;0,771062953194815;"Optn"
"Ddx46";3,45628813312294e-05;-0,0961270042437397;0,496;0,519;0,775521931310126;"Ddx46"
"Pisd";3,47393648874857e-05;-0,118915625631891;0,328;0,352;0,779481869345403;"Pisd"
"Cenps";3,50235334111903e-05;-0,0524769547739583;0,101;0,131;0,785858042680289;"Cenps"
"Trim40";3,50385221912429e-05;0,0159893490540103;0,117;0,086;0,786194360927109;"Trim40"
"Mrps16";3,50928857249076e-05;-0,110584838960053;0,631;0,645;0,787414169895477;"Mrps16"
"Carnmt1";3,51455107739048e-05;-0,0709004627241432;0,301;0,337;0,788594970744877;"Carnmt1"
"Dgka";3,53086485494829e-05;0,0117338421033382;0,148;0,112;0,792255456153298;"Dgka"
"Kmt2d";3,5549683386171e-05;0,0690243025697443;0,232;0,187;0,797663795818904;"Kmt2d"
"Ttyh2";3,64640974277014e-05;0,00433361971633808;0,194;0,153;0,818181418082763;"Ttyh2"
"Gtf2f1";3,66155572799576e-05;-0,113882586152393;0,311;0,335;0,821579874247689;"Gtf2f1"
"C1qtnf12";3,67197205419304e-05;0,0482590583535324;0,356;0,313;0,823917089519833;"C1qtnf12"
"Zfp942";3,69315449599236e-05;0,0554284707736941;0,155;0,12;0,828670005810767;"Zfp942"
"Kcnk5";3,7213738743057e-05;-0,0135632534184904;0,165;0,126;0,835001869916713;"Kcnk5"
"Mrpl22";3,76541430618058e-05;-0,14924423936684;0,519;0,528;0,844883662020799;"Mrpl22"
"Gm26917";3,78113959880238e-05;-1,06794201158878;0,606;0,626;0,848412103179279;"Gm26917"
"Gstt1";3,79791549174865e-05;0,0278520060123518;0,312;0,26;0,852176278038563;"Gstt1"
"Irs2";3,82239047660577e-05;0,0784381320089215;0,206;0,165;0,857667975140802;"Irs2"
"Rfc3";3,84313317087966e-05;-0,110162773421537;0,211;0,245;0,862322220881977;"Rfc3"
"Efnb1";3,85433638538596e-05;-0,147767996047447;0,286;0,309;0,864835998152901;"Efnb1"
"Cttnbp2";3,85626491308456e-05;-0,0668758286405929;0,084;0,113;0,865268721197914;"Cttnbp2"
"Glrx5";3,89101126359177e-05;-0,12995911594709;0,64;0,662;0,873065107324722;"Glrx5"
"Uqcrc1";3,90396773028819e-05;-0,108023918538857;0,685;0,716;0,875972279322063;"Uqcrc1"
"Abat";3,91993534256814e-05;0,0338740818154325;0,211;0,166;0,879555092165439;"Abat"
"Bag1";3,93754164271489e-05;-0,100183127257238;0,724;0,73;0,883505593792366;"Bag1"
"Pla2g6";3,94686417618385e-05;-0,00469306161696331;0,114;0,084;0,885597383852131;"Pla2g6"
"Zfp120";3,94722300562324e-05;0,130010542176475;0,14;0,109;0,885677898001742;"Zfp120"
"Cables1";3,99354908699439e-05;0,102912327434902;0,103;0,076;0,896072544139801;"Cables1"
"B4galt4";3,99516154710839e-05;0,0113895156932631;0,12;0,088;0,896434347940181;"B4galt4"
"Naf1";4,01102575482206e-05;-0,0525963142750917;0,107;0,136;0,899993958866974;"Naf1"
"Fitm2";4,03143486769082e-05;0,0107895613542452;0,113;0,083;0,904573355612467;"Fitm2"
"Ube2e1";4,04607982017341e-05;-0,0820399707602666;0,421;0,441;0,907859390050509;"Ube2e1"
"Myo6";4,06317850069879e-05;-0,171327349059522;0,537;0,556;0,911695991986795;"Myo6"
"Ppp2r2d";4,06438062974258e-05;0,0852001503058726;0,364;0,307;0,911965725701639;"Ppp2r2d"
"Ivd";4,07818189204997e-05;-0,0220536794392933;0,115;0,146;0,915062452938173;"Ivd"
"Pard3b";4,10047918678388e-05;-0,10066815521513;0,115;0,144;0,920065519930567;"Pard3b"
"Ndufa10";4,10489349368253e-05;-0,134946622108542;0,674;0,686;0,921056002112485;"Ndufa10"
"Egr2";4,11483551629126e-05;-0,0412840634049447;0,121;0,153;0,923286793145434;"Egr2"
"Hras";4,13222156381578e-05;-0,116991452597774;0,57;0,582;0,927187874488985;"Hras"
"Hcfc1";4,18728369071866e-05;-0,0872431391971311;0,22;0,255;0,939542714523453;"Hcfc1"
"Baiap2l2";4,21899043836325e-05;-0,240984093122267;0,506;0,519;0,946657074559946;"Baiap2l2"
"Mob3a";4,22442948724394e-05;0,168179652550898;0,111;0,084;0,947877488347796;"Mob3a"
"Ephb2";4,22979853023806e-05;-0,0823839294420549;0,133;0,165;0,949082194214816;"Ephb2"
"Rpp30";4,23622575002974e-05;-0,0756976196394012;0,179;0,21;0,950524333791672;"Rpp30"
"Cebpa";4,26397938913768e-05;-0,0245385430237076;0,207;0,163;0,956751695334713;"Cebpa"
"Wdr75";4,26532011479819e-05;-0,0752147017176059;0,189;0,225;0,957052527358418;"Wdr75"
"Wee1";4,27273392561811e-05;-0,091544191363396;0,143;0,175;0,958716038230192;"Wee1"
"Mrps7";4,27806717243929e-05;-0,112937510977559;0,523;0,534;0,959912712151929;"Mrps7"
"Sac3d1";4,27833475268834e-05;-0,0773880370379066;0,204;0,232;0,959972751808209;"Sac3d1"
"Atp5mpl";4,33082106818514e-05;0,077198871251404;0,777;0,781;0,971749631279383;"Atp5mpl"
"Nr1d2";4,35063536504735e-05;0,00976188664953331;0,164;0,127;0,976195563209324;"Nr1d2"
"Nrm";4,36654239991709e-05;-0,0546127773267353;0,11;0,14;0,979764783693397;"Nrm"
"Ubac2";4,38504065401449e-05;0,105795099445293;0,339;0,289;0,983915421947771;"Ubac2"
"Eif4e";4,40215576612183e-05;-0,126109234074562;0,454;0,47;0,987755710802417;"Eif4e"
"Itk";4,40315881658335e-05;0,112610470365575;0,104;0,076;0,987980775264972;"Itk"
"Cyp4f13";4,42285457322754e-05;0,000994679800589759;0,237;0,192;0,992400109140796;"Cyp4f13"
"Dyrk1a";4,45629057311393e-05;0,0287090115689583;0,275;0,225;0,999902478795304;"Dyrk1a"
"Mrps28";4,46687920482258e-05;-0,12309510877002;0,533;0,559;1;"Mrps28"
"Ociad1";4,56123309923608e-05;0,103380916479566;0,491;0,435;1;"Ociad1"
"Cyb5b";4,56385698842604e-05;0,118201234813778;0,619;0,605;1;"Cyb5b"
"Smco4";4,6604883251245e-05;-0,113600158998069;0,342;0,369;1;"Smco4"
"Clic1";4,70244193394644e-05;-0,0598589144837121;0,79;0,787;1;"Clic1"
"Etf1";4,87155868304773e-05;-0,125883584674998;0,455;0,469;1;"Etf1"
"Efnb2";4,8865569462969e-05;-0,0328511554639271;0,28;0,232;1;"Efnb2"
"Mmab";4,92019105226264e-05;-0,0221668358621205;0,073;0,1;1;"Mmab"
"Nup62";4,943897825535e-05;-0,0836446931992126;0,173;0,203;1;"Nup62"
"Sclt1";4,95635137303912e-05;-0,0601188166716548;0,098;0,127;1;"Sclt1"
"Eif4g2";4,97291383374436e-05;-0,103275724748039;0,752;0,758;1;"Eif4g2"
"Uchl5";4,99267921466361e-05;-0,0693403914651922;0,366;0,393;1;"Uchl5"
"Fcf1";5,00027911234511e-05;-0,0951398878499506;0,389;0,414;1;"Fcf1"
"Abca7";5,02712383207828e-05;0,0249488788510639;0,122;0,092;1;"Abca7"
"Ptpmt1";5,04386739647826e-05;-0,111649549468492;0,543;0,561;1;"Ptpmt1"
"Pstk";5,05059076881236e-05;-0,069896771376944;0,247;0,277;1;"Pstk"
"Srek1ip1";5,11203655776739e-05;-0,125150749678221;0,436;0,452;1;"Srek1ip1"
"Srsf6";5,11801654347059e-05;-0,132067800639567;0,593;0,606;1;"Srsf6"
"Plscr1";5,13985831101111e-05;0,0958525325634064;0,383;0,331;1;"Plscr1"
"Ndufa6";5,15662490705621e-05;0,0704318536472113;0,812;0,799;1;"Ndufa6"
"Plcl2";5,24512224072783e-05;0,0477672131919067;0,174;0,138;1;"Plcl2"
"Pnn";5,27889963004969e-05;-0,116421055235621;0,593;0,602;1;"Pnn"
"Slc39a1";5,33853249684888e-05;0,0304066748073055;0,228;0,183;1;"Slc39a1"
"Rpp40";5,35135900438753e-05;-0,04140219779343;0,081;0,109;1;"Rpp40"
"Med19";5,36762981546854e-05;-0,0526126877233997;0,367;0,393;1;"Med19"
"2210407C18Rik";5,40521718633417e-05;-0,114114533154389;0,496;0,545;1;"2210407C18Rik"
"Acsl5";5,45611152196485e-05;0,193440429918371;0,532;0,52;1;"Acsl5"
"Ddx58";5,47230774422282e-05;0,128301364158772;0,175;0,14;1;"Ddx58"
"Rbm3";5,5357500454487e-05;-0,0903988282966508;0,792;0,787;1;"Rbm3"
"Slc18b1";5,58077273615039e-05;0,0024889701600341;0,184;0,145;1;"Slc18b1"
"Prrc2c";5,66263348111363e-05;-0,0509811526576398;0,671;0,689;1;"Prrc2c"
"Pex16";5,68473104187065e-05;0,0581952321905238;0,458;0,415;1;"Pex16"
"Ctps";5,71604487693766e-05;-0,0552935181356075;0,092;0,12;1;"Ctps"
"Gfer";5,73269078139369e-05;-0,12800515680681;0,494;0,509;1;"Gfer"
"Gata6";5,76779394527571e-05;-0,129743080307717;0,472;0,49;1;"Gata6"
"Akt1s1";5,77517175819206e-05;-0,123456471737189;0,33;0,353;1;"Akt1s1"
"Cd96";5,78830049281171e-05;0,0944076838849889;0,114;0,085;1;"Cd96"
"Sarnp";5,80128691556655e-05;-0,111389587703865;0,589;0,606;1;"Sarnp"
"Klf3";5,81556229134563e-05;-0,143416802403159;0,505;0,517;1;"Klf3"
"Tcerg1";5,82037216459084e-05;-0,0754667077206053;0,32;0,349;1;"Tcerg1"
"Prodh";5,82526680377182e-05;-0,0705020234485109;0,143;0,172;1;"Prodh"
"Slc35e2";5,88418279968248e-05;-0,000388590524032173;0,158;0,122;1;"Slc35e2"
"Gstm5";5,89925855297019e-05;-0,113006055792151;0,328;0,357;1;"Gstm5"
"Tssc4";5,91023827286887e-05;-0,101055931834199;0,211;0,24;1;"Tssc4"
"Dnttip2";5,91107793879381e-05;-0,0678533026852549;0,374;0,403;1;"Dnttip2"
"Srp9";5,94538112762935e-05;-0,113847981204736;0,729;0,734;1;"Srp9"
"Zdhhc3";5,9593251654333e-05;-0,115972435699357;0,383;0,402;1;"Zdhhc3"
"Pold4";5,99289237580132e-05;0,144291715634511;0,367;0,313;1;"Pold4"
"Smpdl3a";5,99493479812364e-05;0,04718406087829;0,454;0,401;1;"Smpdl3a"
"Qtrt2";6,07563805322754e-05;-0,0806031696736287;0,078;0,104;1;"Qtrt2"
"Gm7861";6,09865208980819e-05;-0,183846931325594;0,141;0,173;1;"Gm7861"
"Dohh";6,10768315582443e-05;-0,119025176074324;0,399;0,413;1;"Dohh"
"Calml4";6,1614952740052e-05;-0,119535268436837;0,65;0,701;1;"Calml4"
"Trmt61b";6,1691586410859e-05;-0,0863658715840854;0,164;0,194;1;"Trmt61b"
"Tspyl1";6,20531183653388e-05;0,0526506156328173;0,194;0,155;1;"Tspyl1"
"Ppp1r7";6,21130457154219e-05;-0,0607973627695687;0,297;0,323;1;"Ppp1r7"
"Gm44386";6,26532206019193e-05;0,0146414093499706;0,105;0,076;1;"Gm44386"
"Gdf15";6,29920720779532e-05;-0,0456505995032513;0,075;0,101;1;"Gdf15"
"Mthfd2l";6,32362898775774e-05;-0,129673754220536;0,286;0,313;1;"Mthfd2l"
"Gnpda1";6,32797704420874e-05;0,0224941483259465;0,161;0,125;1;"Gnpda1"
"L1cam";6,36571386283139e-05;-0,0498685788569719;0,109;0,139;1;"L1cam"
"Dhrs7";6,4511516277519e-05;-0,0930138398081476;0,34;0,365;1;"Dhrs7"
"Ilf2";6,50930748225057e-05;-0,067734903234182;0,305;0,341;1;"Ilf2"
"Ddx10";6,51718884855591e-05;-0,0768598692643842;0,203;0,237;1;"Ddx10"
"Memo1";6,537098859633e-05;-0,0745199299995111;0,2;0,234;1;"Memo1"
"Cdyl";6,54259063717208e-05;0,050450403833519;0,152;0,119;1;"Cdyl"
"Arid5b";6,56541399616788e-05;-0,108509121672316;0,304;0,348;1;"Arid5b"
"Mtrex";6,64020472552164e-05;-0,052345248945994;0,193;0,226;1;"Mtrex"
"Slc17a4";6,66404807843321e-05;-0,0405388589270699;0,271;0,221;1;"Slc17a4"
"Elmo1";6,6729030160122e-05;0,110337462101035;0,126;0,097;1;"Elmo1"
"Fxr1";6,68011635878804e-05;-0,105918679444141;0,332;0,365;1;"Fxr1"
"Grcc10";6,68724329848064e-05;0,180830414505471;0,821;0,783;1;"Grcc10"
"Pdp2";6,74316286313244e-05;0,0837649134671228;0,163;0,128;1;"Pdp2"
"Haus3";6,77270340350474e-05;-0,0293701581383146;0,148;0,182;1;"Haus3"
"Rock2";6,79845392787604e-05;-0,195684697837335;0,487;0,502;1;"Rock2"
"Retreg3";6,84137541645052e-05;0,00300895387785127;0,16;0,124;1;"Retreg3"
"Bola3";6,89121286095528e-05;-0,123659579913096;0,608;0,629;1;"Bola3"
"Cyth1";6,98551605101382e-05;0,0787793845354247;0,1;0,073;1;"Cyth1"
"Zfp91";6,99699255968766e-05;-0,136601415875753;0,619;0,63;1;"Zfp91"
"Rheb";7,0174918175691e-05;-0,109606439143824;0,575;0,589;1;"Rheb"
"Serinc1";7,03686641732277e-05;0,123185163455145;0,308;0,26;1;"Serinc1"
"Nsun2";7,09785829786861e-05;-0,0616549420734029;0,27;0,306;1;"Nsun2"
"Prmt7";7,19862634473433e-05;-0,0592193218750275;0,135;0,166;1;"Prmt7"
"Cidec";7,21293032921953e-05;-0,0134471571887668;0,148;0,113;1;"Cidec"
"Trmt1";7,22130175863432e-05;-0,0916782896096015;0,233;0,266;1;"Trmt1"
"Cwc22";7,26489811144184e-05;-0,0518107768691036;0,131;0,161;1;"Cwc22"
"Nhlrc3";7,57650677093293e-05;0,0274422111535194;0,14;0,107;1;"Nhlrc3"
"Txndc5";7,57666682023665e-05;-0,154673323362555;0,287;0,321;1;"Txndc5"
"Pink1";7,63855809464512e-05;0,0763405609743002;0,242;0,199;1;"Pink1"
"Smim11";7,74255684856502e-05;-0,12147988929603;0,554;0,566;1;"Smim11"
"Chmp4b";7,86474908285163e-05;0,0954305321145061;0,679;0,639;1;"Chmp4b"
"Myo10";7,86866785016075e-05;-0,120352217196313;0,159;0,188;1;"Myo10"
"Bcl2l1";7,8941526023377e-05;0,0146013597149998;0,126;0,095;1;"Bcl2l1"
"Ptdss1";7,94581118612419e-05;0,012981189724973;0,19;0,15;1;"Ptdss1"
"Mrpl3";7,99336805983591e-05;-0,113391258818477;0,328;0,348;1;"Mrpl3"
"Mia2";8,01996150478627e-05;0,120029161930401;0,611;0,559;1;"Mia2"
"Smarcb1";8,08216211597821e-05;-0,0915670824295245;0,334;0,364;1;"Smarcb1"
"Tmem107";8,10654448307583e-05;-0,0407110562943396;0,079;0,105;1;"Tmem107"
"Kif5b";8,12823939155721e-05;-0,118244153190391;0,716;0,719;1;"Kif5b"
"Lgals9";8,14087858666077e-05;-0,119218412368706;0,641;0,657;1;"Lgals9"
"Fbxo8";8,15509323706673e-05;0,0260532871755217;0,259;0,212;1;"Fbxo8"
"Aatf";8,23466630107767e-05;-0,0526526014551948;0,185;0,218;1;"Aatf"
"Tsr1";8,25111789722738e-05;-0,0740248679115224;0,146;0,177;1;"Tsr1"
"Psmc4";8,25757075517656e-05;-0,118123562972723;0,512;0,53;1;"Psmc4"
"Sc5d";8,266940040293e-05;0,08483382110102;0,392;0,335;1;"Sc5d"
"Car9";8,40226217029132e-05;-0,111006335228182;0,273;0,298;1;"Car9"
"Brca2";8,51046811243051e-05;-0,0448191351991409;0,091;0,118;1;"Brca2"
"Snhg5";8,59018911494252e-05;-0,062707700623699;0,157;0,191;1;"Snhg5"
"Mkln1";8,59436954939248e-05;0,0510026490699466;0,394;0,339;1;"Mkln1"
"Rnf128";8,62392599034738e-05;0,0625007835089497;0,559;0,528;1;"Rnf128"
"Hist1h1e";8,66184893528817e-05;-0,176422133540299;0,422;0,446;1;"Hist1h1e"
"Tdrd7";8,68244452626275e-05;-0,0154680255753323;0,14;0,107;1;"Tdrd7"
"Med8";8,73308536838301e-05;-0,0961748688211819;0,436;0,453;1;"Med8"
"Prkci";8,81546797622239e-05;-0,0917371810586018;0,143;0,171;1;"Prkci"
"Zfp593";8,92087308215936e-05;-0,0743781446649032;0,278;0,312;1;"Zfp593"
"Rrp1";8,95489766828293e-05;-0,108974231900806;0,531;0,543;1;"Rrp1"
"Themis3";8,96768148385694e-05;-0,00314007223085352;0,164;0,127;1;"Themis3"
"Tbc1d8b";8,97491856480979e-05;0,0273219249140932;0,125;0,095;1;"Tbc1d8b"
"Mgat4b";8,99606602503118e-05;-0,102688999750542;0,31;0,334;1;"Mgat4b"
"Fars2";9,02165589198772e-05;-0,135023789690725;0,321;0,34;1;"Fars2"
"Sfr1";9,08258412076833e-05;-0,10913889381951;0,54;0,555;1;"Sfr1"
"Polr2f";9,10775978637392e-05;-0,137074415140843;0,678;0,677;1;"Polr2f"
"Ppp1r15a";9,18935657621798e-05;-0,13509278413864;0,357;0,388;1;"Ppp1r15a"
"Pus7";9,19090304003684e-05;-0,034807537127732;0,103;0,131;1;"Pus7"
"Cfap298";9,19115239588009e-05;-0,0846790124178677;0,267;0,296;1;"Cfap298"
"9130016M20Rik";9,19277579899828e-05;-0,0236866917339224;0,249;0,201;1;"9130016M20Rik"
"Nfu1";9,21264255864754e-05;-0,129840756194462;0,487;0,498;1;"Nfu1"
"Psme2";9,2926482623375e-05;0,0769861384968875;0,772;0,771;1;"Psme2"
"Etnk1";9,40833508374706e-05;0,0609820840782046;0,399;0,348;1;"Etnk1"
"Mterf2";9,42853416276492e-05;-0,00865561973291415;0,154;0,118;1;"Mterf2"
"Ptges2";9,58692435542768e-05;-0,105616768211385;0,357;0,374;1;"Ptges2"
"Rcor1";9,6820316116777e-05;-0,121100128617871;0,285;0,311;1;"Rcor1"
"Tra2b";9,69291729714947e-05;-0,0845871066075317;0,723;0,726;1;"Tra2b"
"Dab1";9,81897970359791e-05;0,00141069289208717;0,336;0,285;1;"Dab1"
"Jmjd1c";9,87144655639204e-05;0,0685938621278831;0,386;0,333;1;"Jmjd1c"
"Psmb7";9,88717149215277e-05;-0,123288574963842;0,591;0,604;1;"Psmb7"
"Unc50";9,90188368455738e-05;-0,140068988520691;0,45;0,466;1;"Unc50"
"Tmem218";9,93872740467818e-05;-0,0280375218004754;0,086;0,113;1;"Tmem218"
"Nop14";0,000100149264742137;-0,12097502928445;0,237;0,269;1;"Nop14"
"Gstm3";0,000100814350575618;0,246436498529463;0,421;0,4;1;"Gstm3"
"Mesd";0,000100899943136935;-0,0773125827046766;0,255;0,286;1;"Mesd"
"Kat2b";0,000102083663331809;0,0371618594172823;0,162;0,127;1;"Kat2b"
"Dcxr";0,000102357309054044;0,0315467419196824;0,268;0,223;1;"Dcxr"
"Htatsf1";0,000102381696329064;-0,0814085070624841;0,253;0,284;1;"Htatsf1"
"Samm50";0,000102637324354607;-0,118057395054734;0,555;0,566;1;"Samm50"
"Rhoh";0,000102717451857906;0,0645937582535751;0,119;0,09;1;"Rhoh"
"Pex11g";0,00010319625657018;0,0196037210840899;0,257;0,21;1;"Pex11g"
"Exosc3";0,000103601720478873;-0,0530514867586197;0,377;0,408;1;"Exosc3"
"Pgm2";0,000104546008278947;-0,11550727246481;0,343;0,359;1;"Pgm2"
"Pwp1";0,00010532827358068;-0,0535663908557619;0,134;0,163;1;"Pwp1"
"Mis18a";0,000105577937294704;-0,00270836526187118;0,124;0,156;1;"Mis18a"
"Metrnl";0,000105884467906838;0,0450352154639331;0,406;0,35;1;"Metrnl"
