"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"gene"
"Fnbp4";7,16652179809152e-06;0,0934594790109088;0,177;0,159;0,160802416105578;"Fnbp4"
"A530020G20Rik";7,21798861915904e-06;-0,0329483271021652;0,085;0,101;0,16195722863669;"A530020G20Rik"
"Apaf1";7,22839317181121e-06;0,0808062419346027;0,109;0,094;0,1621906859891;"Apaf1"
"Actr2";7,37892328503671e-06;0,114140532756679;0,481;0,474;0,165568280669654;"Actr2"
"Plod2";7,43080524342818e-06;-0,0394263981704825;0,327;0,359;0,166732408052041;"Plod2"
"Yy1";7,43145585974133e-06;-0,0301325931738403;0,335;0,37;0,166747006580876;"Yy1"
"Tnpo1";7,46446184011477e-06;0,11818156835408;0,385;0,375;0,167487594768495;"Tnpo1"
"Zfp646";7,48793256594251e-06;-0,0264281808748377;0,086;0,102;0,168014230914618;"Zfp646"
"Ptbp1";7,59014894106609e-06;-0,0243902475741848;0,36;0,396;0,170307761939641;"Ptbp1"
"Kat6b";7,59538537740067e-06;0,114511565154072;0,191;0,174;0,170425257098116;"Kat6b"
"Tfdp2";7,61956465688217e-06;-0,0469627707781093;0,165;0,187;0,170967791771122;"Tfdp2"
"Pik3r1";7,8176712585626e-06;-0,0442476939550955;0,557;0,601;0,175412907699628;"Pik3r1"
"2210016F16Rik";7,84387809637752e-06;-0,0302076323227738;0,115;0,134;0,176000936726519;"2210016F16Rik"
"Coro1c";7,92233655263941e-06;-0,0351943727790363;0,271;0,3;0,177761387568123;"Coro1c"
"Ccdc34";8,01220181705654e-06;-0,0332545737520616;0,185;0,209;0,179777784371115;"Ccdc34"
"Pxdn";8,17224801364893e-06;-0,0440551134797025;0,279;0,308;0,183368900930255;"Pxdn"
"Pcnx";8,24872041809431e-06;0,111500509068815;0,211;0,194;0,1850847887412;"Pcnx"
"Mindy2";8,32894634284624e-06;0,114092692160364;0,263;0,245;0,186884898040784;"Mindy2"
"Prrc2a";8,40750173645165e-06;0,0973067856997734;0,496;0,495;0,188647523962502;"Prrc2a"
"Fam193b";8,434897628059e-06;0,100588259652151;0,179;0,161;0,189262232978388;"Fam193b"
"Ccdc127";8,4431853220309e-06;-0,0292195905565482;0,199;0,225;0,189448192255729;"Ccdc127"
"Pink1";8,47491678131711e-06;-0,0253900703493485;0,254;0,283;0,190160182739193;"Pink1"
"Tcf7l2";8,48108781451472e-06;0,130522436733851;0,298;0,283;0,190298648382081;"Tcf7l2"
"Vapb";8,48396122392659e-06;-0,0230238031193306;0,288;0,32;0,190363121942465;"Vapb"
"Cdkn1a";8,59011862388249e-06;0,18308772159899;0,272;0,253;0,192745081682675;"Cdkn1a"
"Dhx9";8,64461295791376e-06;0,114420574227031;0,29;0,274;0,193967825549669;"Dhx9"
"Aldh7a1";8,73101013843166e-06;-0,0437897783285616;0,105;0,122;0,19590640548613;"Aldh7a1"
"Gxylt1";8,7433718661926e-06;0,103761108704067;0,169;0,151;0,19618377793363;"Gxylt1"
"Vim";8,76957834801102e-06;-0,0449556600084842;0,809;0,85;0,196771798972671;"Vim"
"Pnpla2";8,80831105075719e-06;-0,0213062342863284;0,123;0,143;0,19764088335689;"Pnpla2"
"Map4k3";8,87044939298507e-06;0,111839414446348;0,209;0,192;0,199035143479799;"Map4k3"
"Tgfb3";9,0175304955762e-06;-0,0364454920844706;0,249;0,277;0,202335349259739;"Tgfb3"
"Pi4k2a";9,09586283116832e-06;0,124123086819491;0,148;0,132;0,204092970205755;"Pi4k2a"
"Ciao1";9,19573508200916e-06;-0,0244952522438819;0,093;0,111;0,206333903770122;"Ciao1"
"Chmp5";9,29688143132743e-06;-0,0271016090132322;0,252;0,281;0,208603425556125;"Chmp5"
"Phf20l1";9,30174683323812e-06;0,122968084948594;0,346;0,333;0,208712595444197;"Phf20l1"
"Sh3d19";9,30666268574144e-06;-0,0337181081125542;0,271;0,301;0,208822897342666;"Sh3d19"
"Add3";9,33208549242192e-06;-0,0110902564865429;0,435;0,475;0,209393334278963;"Add3"
"Chic2";9,45849803638304e-06;-0,0127340878241069;0,337;0,373;0,212229778940363;"Chic2"
"Bloc1s6";9,62959086724972e-06;-0,0249004848272793;0,091;0,108;0,216068759879349;"Bloc1s6"
"Ppp6r1";9,67276270419227e-06;0,106737555725249;0,146;0,13;0,217037449556666;"Ppp6r1"
"4932438A13Rik";9,77899183770639e-06;0,106018974110812;0,348;0,332;0,219421018854456;"4932438A13Rik"
"Tmem204";9,80377921420962e-06;0,107314738108652;0,246;0,229;0,219977198008435;"Tmem204"
"Dync2h1";9,82512980531432e-06;-0,034269107026124;0,115;0,134;0,220456262571643;"Dync2h1"
"Jarid2";1,01831416924233e-05;0,103519138502923;0,172;0,155;0,228489333294594;"Jarid2"
"Atl3";1,03207891042427e-05;0,110758121855676;0,357;0,344;0,231577865920998;"Atl3"
"Ncoa7";1,05362890890295e-05;0,208688603670704;0,309;0,296;0,236413254579643;"Ncoa7"
"Rnf213";1,06201771531016e-05;0,101876447299717;0,223;0,206;0,238295534961293;"Rnf213"
"Tpp2";1,08549168525801e-05;0,114672675813691;0,236;0,219;0,243562624338193;"Tpp2"
"Scamp1";1,09033450833472e-05;0,0970623127780152;0,154;0,138;0,244649256980145;"Scamp1"
"Slc24a3";1,09526306175318e-05;0,0748555804070893;0,133;0,117;0,24575512579618;"Slc24a3"
"Rnf181";1,11634164558017e-05;-0,0260697434976144;0,131;0,151;0,250484738435278;"Rnf181"
"Impdh2";1,16859848402748e-05;-0,0426952966605403;0,226;0,252;0,262210127846086;"Impdh2"
"Osgep";1,18211275065862e-05;-0,0408372601418974;0,174;0,197;0,265242458992781;"Osgep"
"Sema4c";1,19665953857607e-05;0,13225061314087;0,185;0,169;0,268506467265699;"Sema4c"
"Meis2";1,2020608185383e-05;-0,0502068829160836;0,465;0,499;0,269718406463624;"Meis2"
"Fnip1";1,21805524581052e-05;-0,0367529433468853;0,257;0,285;0,273307236054964;"Fnip1"
"Plekho1";1,23803431574806e-05;0,117396239385734;0,116;0,101;0,277790139767551;"Plekho1"
"Atl2";1,24584983219828e-05;0,0760339652433381;0,111;0,096;0,27954378534865;"Atl2"
"Smarcb1";1,25762953865826e-05;-0,0229262683627938;0,207;0,232;0,28218691588414;"Smarcb1"
"Notch1";1,25800082234654e-05;0,187800572125334;0,165;0,15;0,282270224518117;"Notch1"
"Zcchc14";1,26786766648113e-05;0,0898028645444042;0,383;0,37;0,284484147005037;"Zcchc14"
"Ankrd13c";1,27957250171545e-05;0,0960576952495453;0,17;0,153;0,287110477934913;"Ankrd13c"
"Adar";1,28182156409365e-05;0,0914318533464514;0,114;0,099;0,287615122551332;"Adar"
"Nup98";1,30503386926979e-05;0,145153231896634;0,268;0,253;0,292823499586754;"Nup98"
"Psmd14";1,3198122749361e-05;-0,0266250567187488;0,151;0,173;0,296139478250162;"Psmd14"
"Dennd4a";1,3257257356748e-05;0,105146834180352;0,186;0,167;0,297466340570711;"Dennd4a"
"Snhg8";1,34182574455151e-05;0,0981604293484981;0,541;0,54;0,301078860562467;"Snhg8"
"Srsf7";1,35254965774272e-05;0,134445283820754;0,493;0,487;0,303485092204312;"Srsf7"
"Arfgap3";1,35824037395639e-05;-0,0479785846958498;0,106;0,123;0,304761975108335;"Arfgap3"
"Aasdhppt";1,36844016865158e-05;-0,030109391493522;0,111;0,129;0,30705060504204;"Aasdhppt"
"Ptprd";1,37784336464642e-05;-0,040014998807412;0,105;0,122;0,309160494159365;"Ptprd"
"AW011738";1,39771974706879e-05;-0,102721946443366;0,111;0,127;0,313620356847295;"AW011738"
"Pdgfa";1,41983951842888e-05;-0,0243314028397935;0,107;0,124;0,318583591145072;"Pdgfa"
"H2-T22";1,42927573783406e-05;-0,0313533202077966;0,253;0,28;0,320700890055206;"H2-T22"
"Dicer1";1,4317175307816e-05;0,114322355538436;0,232;0,216;0,321248779556776;"Dicer1"
"Slc38a10";1,44163301896161e-05;-0,0324271700909593;0,249;0,277;0,323473616794606;"Slc38a10"
"Ccser2";1,4595393636323e-05;-0,0226258029322857;0,325;0,359;0,327491442411815;"Ccser2"
"Pts";1,46654353776072e-05;-0,0285287619879505;0,108;0,125;0,32906303900275;"Pts"
"St3gal1";1,47083339665998e-05;0,110508978996941;0,139;0,124;0,330025597542565;"St3gal1"
"Thoc7";1,48613739317595e-05;-0,0234753691244578;0,324;0,358;0,333459508280821;"Thoc7"
"Cd81";1,49166700620876e-05;-0,111709123491967;0,416;0,434;0,334700242853121;"Cd81"
"Dennd2a";1,5168599848655e-05;-0,0289024540220969;0,173;0,196;0,340353043404121;"Dennd2a"
"Hk2";1,52431141324619e-05;0,054359929509939;0,117;0,1;0,342024994904181;"Hk2"
"Mxd4";1,52811343409707e-05;-0,0131170196460964;0,404;0,446;0,3428780923427;"Mxd4"
"Naa60";1,56585619247595e-05;-0,0217421542896794;0,085;0,101;0,351346812467754;"Naa60"
"Slc25a51";1,58086412039634e-05;-0,0352594842393525;0,178;0,2;0,35471429133453;"Slc25a51"
"Tm9sf4";1,58950389025099e-05;-0,0410775958183205;0,187;0,209;0,356652882894518;"Tm9sf4"
"Wars";1,59746215273541e-05;0,143280994429909;0,156;0,141;0,358438557830772;"Wars"
"Nasp";1,64350159275696e-05;0,128041601441406;0,182;0,166;0,368768887382807;"Nasp"
"Prkcd";1,64579124482285e-05;0,101778155614971;0,127;0,112;0,36928263951335;"Prkcd"
"Plxnd1";1,64635231704567e-05;0,163050492729946;0,165;0,15;0,369408532898708;"Plxnd1"
"Kcne4";1,6519258371981e-05;-0,0659987514149549;0,093;0,108;0,370659119350509;"Kcne4"
"Trim47";1,66420118586627e-05;-0,0260808905955389;0,177;0,199;0,373413462084673;"Trim47"
"Syne2";1,67970466299152e-05;0,108241222600987;0,37;0,357;0,376892132282037;"Syne2"
"Wbp4";1,69662461043038e-05;-0,0322531200169938;0,222;0,248;0,380688630088368;"Wbp4"
"Mib1";1,70469226168716e-05;0,111731646139721;0,398;0,388;0,382498849677365;"Mib1"
"Pih1d1";1,71573114622293e-05;-0,0365277642289105;0,124;0,142;0,384975754589501;"Pih1d1"
"Aftph";1,76087022786943e-05;0,112124331106939;0,223;0,206;0,395104061729344;"Aftph"
"Lrrk1";1,77955323995124e-05;0,124511950214688;0,27;0,255;0,399296155980259;"Lrrk1"
"Thumpd1";1,80748499602321e-05;-0,0367776483662955;0,108;0,125;0,405563483407687;"Thumpd1"
"Uimc1";1,83335827110366e-05;0,109120410030454;0,165;0,149;0,41136892887024;"Uimc1"
"Id4";1,85181350482562e-05;0,167015251965913;0,121;0,107;0,415509914212773;"Id4"
"Rnf4";1,85291021618669e-05;0,118056642688889;0,218;0,203;0,41575599430797;"Rnf4"
"Pcdh18";1,85321286984843e-05;-0,0376721480627507;0,251;0,278;0,41582390373659;"Pcdh18"
"Ppp6r3";1,89989099034739e-05;0,105857166655583;0,349;0,336;0,426297540414148;"Ppp6r3"
"Lrrc32";1,92004574794227e-05;-0,0439884801824808;0,256;0,281;0,430819864923286;"Lrrc32"
"Cct8";1,92978319288967e-05;-0,0194428513358607;0,293;0,324;0,433004752820584;"Cct8"
"Plekhb2";1,94154710422145e-05;0,0890119378612688;0,117;0,102;0,435644339245208;"Plekhb2"
"Mtf2";1,94412527626116e-05;0,105212323750136;0,151;0,135;0,43622282948748;"Mtf2"
"Ccdc47";1,94876899497249e-05;-0,0254675333080088;0,282;0,312;0,437264787091928;"Ccdc47"
"C87436";1,9676242366737e-05;-0,032348779522917;0,085;0,101;0,441495526224846;"C87436"
"Baiap2";1,970651038806e-05;0,139732675617059;0,11;0,096;0,44217468008729;"Baiap2"
"Casc3";1,97763171402615e-05;0,0959910182015036;0,185;0,168;0,443741003993186;"Casc3"
"Arfip2";2,01142356681199e-05;-0,0324585449594815;0,09;0,106;0,451323219921273;"Arfip2"
"Denr";2,05337439024596e-05;-0,0256512268603288;0,25;0,276;0,460736145683387;"Denr"
"Pcnp";2,05411591137871e-05;-0,0376075045105078;0,427;0,461;0,460902528195155;"Pcnp"
"Pde12";2,10869098430226e-05;0,115029358581553;0,111;0,097;0,473148083057742;"Pde12"
"Mef2a";2,15560503039949e-05;0,121160654971626;0,435;0,425;0,483674656721038;"Mef2a"
"Capza2";2,17770856261918e-05;0,0994035287508939;0,504;0,502;0,488634247280492;"Capza2"
"B4galt3";2,17970073561838e-05;0,0924661580220472;0,115;0,101;0,489081251058053;"B4galt3"
"Irs1";2,18841968533201e-05;-0,0276474959799181;0,132;0,152;0,491037608994798;"Irs1"
"Polr2b";2,18952882879454e-05;-0,0302951547774132;0,121;0,139;0,491286478604919;"Polr2b"
"Snx18";2,20986899591704e-05;0,101355595601365;0,538;0,538;0,495850405303866;"Snx18"
"Klhl9";2,23577923614106e-05;0,110458580889523;0,337;0,325;0,501664145005332;"Klhl9"
"Atp6ap2";2,25608139397582e-05;-0,0333975394586927;0,316;0,346;0,506219543180295;"Atp6ap2"
"Fem1b";2,29528498618795e-05;0,10941926899892;0,181;0,165;0,515016045200853;"Fem1b"
"Ostf1";2,31579802738191e-05;-0,028200287698857;0,265;0,293;0,519618761383953;"Ostf1"
"Ppp2r2a";2,32260379470592e-05;-0,0315863078143941;0,27;0,298;0,521145839456114;"Ppp2r2a"
"Dhcr24";2,33184912132855e-05;0,0871700199349084;0,123;0,108;0,5232203058437;"Dhcr24"
"Tns2";2,34063288667646e-05;-0,0194392200230387;0,288;0,318;0,525191207112464;"Tns2"
"Rhog";2,3434290751713e-05;-0,0437064207039517;0,127;0,146;0,525818615886936;"Rhog"
"Tbc1d5";2,349467145613e-05;0,0781987106677516;0,113;0,099;0,527173438132644;"Tbc1d5"
"Xiap";2,39796248434185e-05;0,109807801744403;0,445;0,436;0,538054822236625;"Xiap"
"Isca1";2,41017591035749e-05;-0,0424275311906577;0,155;0,174;0,540795270766014;"Isca1"
"Eno1";2,42852088040848e-05;-0,0228057093755832;0,205;0,229;0,544911515146055;"Eno1"
"Pnn";2,43614242493428e-05;-0,0255890510000489;0,308;0,338;0,546621637306755;"Pnn"
"Hdlbp";2,4415075984284e-05;-0,0284216911883699;0,448;0,489;0,547825474935364;"Hdlbp"
"Jmjd1c";2,49064065792005e-05;0,105530683021559;0,392;0,379;0,5588499508241;"Jmjd1c"
"Sf3b4";2,50246539746775e-05;0,0872607464948472;0,141;0,125;0,561503185883814;"Sf3b4"
"Sorbs1";2,5057383438242e-05;0,108612295914981;0,176;0,159;0,562237569587273;"Sorbs1"
"Sdhaf2";2,51584237500521e-05;-0,0265801157090371;0,088;0,104;0,564504712103669;"Sdhaf2"
"Triobp";2,54729347098883e-05;-0,0130663067050514;0,111;0,129;0,571561709020474;"Triobp"
"Tbcel";2,5482302735637e-05;0,10578276668884;0,189;0,173;0,571771908782223;"Tbcel"
"Vps13a";2,54963892379317e-05;0,10717561358875;0,21;0,194;0,572087981720711;"Vps13a"
"Slc40a1";2,6017104498262e-05;-0,0463576232352457;0,142;0,161;0,583771790732002;"Slc40a1"
"Dzip1";2,62472951271653e-05;-0,0293777656939403;0,121;0,139;0,588936808063334;"Dzip1"
"Epha4";2,63215601008405e-05;0,0926169941160712;0,111;0,096;0,590603165542659;"Epha4"
"R3hdm4";2,67008406970611e-05;-0,0240148472542194;0,244;0,272;0,599113463560658;"R3hdm4"
"Med8";2,67892926773893e-05;-0,0289257034868177;0,089;0,104;0,60109814909526;"Med8"
"Ttc33";2,71233887646746e-05;-0,0265551410422553;0,119;0,137;0,608594597101769;"Ttc33"
"Nap1l4";2,778092468119e-05;-0,0299968310610045;0,209;0,233;0,623348387996542;"Nap1l4"
"Cep164";2,7990385389069e-05;-0,0373185031992168;0,093;0,109;0,628048267359931;"Cep164"
"Cpd";2,80309224272784e-05;0,152013745998846;0,402;0,396;0,628957837423273;"Cpd"
"Ccdc32";2,8179858971952e-05;-0,0214204370976214;0,087;0,102;0,632299675612659;"Ccdc32"
"Prpf4";2,81820766703146e-05;0,0777782556440049;0,119;0,104;0,632349436328518;"Prpf4"
"Wnk1";2,85277269172237e-05;0,0962011056953416;0,648;0,659;0,640105136568664;"Wnk1"
"D10Wsu102e";2,86778433961315e-05;-0,042188911995534;0,088;0,103;0,643473450122399;"D10Wsu102e"
"Impad1";2,89522634267603e-05;0,112485510682765;0,355;0,344;0,649630886769648;"Impad1"
"Oip5os1";2,90667539367078e-05;0,102313186739962;0,45;0,444;0,652199824831849;"Oip5os1"
"Mmgt2";2,90858176906144e-05;-0,0322639117683328;0,108;0,126;0,652627577342005;"Mmgt2"
"Epc1";2,94759741981746e-05;0,130625643222069;0,227;0,212;0,661381909058643;"Epc1"
"Pole3";2,95155375102639e-05;-0,0195762269853832;0,092;0,108;0,662269630655302;"Pole3"
"Larp4";2,95657281568864e-05;0,1150739906562;0,285;0,269;0,663395808384216;"Larp4"
"Tgfbrap1";2,96008966287715e-05;0,0935039562759812;0,119;0,105;0,664184918556375;"Tgfbrap1"
"Myef2";2,99888131218695e-05;0,105632880982416;0,176;0,161;0,672888988828507;"Myef2"
"Foxn3";3,02036587569537e-05;-0,0282442128996752;0,464;0,504;0,677709695188526;"Foxn3"
"Shroom3";3,05525489731701e-05;0,0965924110562332;0,128;0,113;0,685538093859991;"Shroom3"
"Clcc1";3,0707239651985e-05;0,0974747280725702;0,166;0,15;0,689009043311239;"Clcc1"
"Erap1";3,07248720257021e-05;0,112771952925129;0,207;0,191;0,689404678512704;"Erap1"
"Clns1a";3,09337535386585e-05;-0,0286552449760629;0,108;0,125;0,694091561900419;"Clns1a"
"Golim4";3,15138458819454e-05;-0,0278780841992057;0,529;0,568;0,707107673899091;"Golim4"
"P2ry14";3,20642533831872e-05;-0,0300416250550064;0,339;0,37;0,719457717411954;"P2ry14"
"Akap7";3,24407878420658e-05;0,113555114066799;0,216;0,2;0,727906397600273;"Akap7"
"Mef2c";3,24578642658276e-05;0,109563671766016;0,283;0,265;0,728289558396639;"Mef2c"
"Slc9a1";3,25301361178976e-05;-0,0439530963127048;0,116;0,133;0,729911194213385;"Slc9a1"
"Rgl1";3,25923050705214e-05;0,120349042854734;0,345;0,334;0,73130614117236;"Rgl1"
"Galnt11";3,27690885917179e-05;0,115678564478518;0,18;0,164;0,735272809820967;"Galnt11"
"Cyp27a1";3,29198380147178e-05;-0,0443807283992961;0,113;0,13;0,738655325374238;"Cyp27a1"
"Zfp280d";3,29938242610517e-05;0,121206565236236;0,231;0,216;0,740315428769478;"Zfp280d"
"C1ra";3,33015425940127e-05;-0,0396613278343101;0,511;0,548;0,747220012724457;"C1ra"
"Manba";3,33284578498386e-05;-0,0520934169626004;0,114;0,13;0,747823937234678;"Manba"
"Smndc1";3,38212954289814e-05;-0,0138472833617969;0,241;0,268;0,758882226835485;"Smndc1"
"Ube3a";3,4603159273768e-05;0,101110768443346;0,528;0,528;0,776425687784807;"Ube3a"
"Igbp1";3,5031890260515e-05;-0,0245380774626498;0,142;0,161;0,786045553665435;"Igbp1"
"Atp6v1e1";3,51403652171881e-05;-0,0266890131441395;0,303;0,332;0,788479514743267;"Atp6v1e1"
"Elmo1";3,53120512269229e-05;0,102792917886078;0,132;0,117;0,792331805429697;"Elmo1"
"Psmd2";3,56985107797139e-05;0,114525416211228;0,253;0,239;0,801003184875221;"Psmd2"
"Lemd3";3,5834093283564e-05;0,0854517761093215;0,124;0,11;0,80404538509661;"Lemd3"
"Mmp14";3,58841410383159e-05;-0,0418326455268612;0,471;0,505;0,805168356617732;"Mmp14"
"Sdc2";3,59621304867713e-05;0,159491836057001;0,587;0,602;0,806918283862174;"Sdc2"
"Map3k5";3,59800150147122e-05;0,0807432067782545;0,114;0,1;0,807319576900111;"Map3k5"
"Ube2f";3,61365906923629e-05;-0,0202972420454254;0,103;0,12;0,81083282195524;"Ube2f"
"Vwa5a";3,61421624233988e-05;0,106300871187683;0,307;0,294;0,810957840456222;"Vwa5a"
"Fip1l1";3,62510384287005e-05;0,119528021359887;0,33;0,317;0,813400800263181;"Fip1l1"
"Rab24";3,64784903929436e-05;-0,0256349803367923;0,154;0,175;0,818504367436868;"Rab24"
"Col23a1";3,65417539915379e-05;0,0767308682611989;0,107;0,093;0,819923876062128;"Col23a1"
"Smim10l1";3,67867700398554e-05;-0,0211868858784743;0,322;0,354;0,825421546154274;"Smim10l1"
"Lasp1";3,68612141069649e-05;0,127274251346693;0,337;0,328;0,827091922132079;"Lasp1"
"Flii";3,68832139884742e-05;-0,0239672096298177;0,222;0,247;0,827585555473384;"Flii"
"Slc35b1";3,7316027226633e-05;-0,0285228020678511;0,132;0,15;0,837297018911192;"Slc35b1"
"Nolc1";3,74606088399929e-05;-0,0209201639281601;0,161;0,182;0,84054114115176;"Nolc1"
"Eif3j1";3,76258952957939e-05;0,109104144974053;0,389;0,38;0,844249838647023;"Eif3j1"
"Gcc1";3,8165054406007e-05;0,112724760482831;0,131;0,117;0,856347490761986;"Gcc1"
"H2-Q7";3,87777031417293e-05;0,0997317506246875;0,295;0,277;0,870094103094121;"H2-Q7"
"Tiprl";3,89921278730338e-05;-0,0273262068394444;0,271;0,298;0,874905365215133;"Tiprl"
"Ip6k1";3,93661143438045e-05;0,115756674142549;0,278;0,263;0,883296873646286;"Ip6k1"
"Szrd1";3,97756756937705e-05;-0,0339851906786468;0,201;0,223;0,892486611216823;"Szrd1"
"Enpp4";4,00812373104091e-05;0,107767557569504;0,158;0,143;0,899342802770959;"Enpp4"
"Qser1";4,06332182402218e-05;-0,0227635709476266;0,182;0,204;0,911728150874096;"Qser1"
"Exoc4";4,06918817050738e-05;-0,031152250511722;0,199;0,222;0,913044441698447;"Exoc4"
"Slc39a13";4,1494892882942e-05;-0,0363919827703384;0,121;0,138;0,931062406507454;"Slc39a13"
"Aebp2";4,23784231156848e-05;0,1298034096899;0,266;0,252;0,950887057869736;"Aebp2"
"Mrpl48";4,27273100764163e-05;-0,0250237080920014;0,199;0,222;0,958715383494629;"Mrpl48"
"Banp";4,31285862040776e-05;-0,0218043996682533;0,095;0,11;0,967719217247092;"Banp"
"Itsn2";4,3403986900241e-05;0,124013030853644;0,256;0,241;0,973898658067608;"Itsn2"
"Fgfr1";4,41699054956897e-05;0,0893545533584008;0,535;0,534;0,991084339512285;"Fgfr1"
"Nfya";4,48964163560641e-05;0,10290923966854;0,169;0,155;1;"Nfya"
"Hic1";4,49726196217254e-05;-0,0401226911627028;0,255;0,28;1;"Hic1"
"Plscr3";4,51248809929576e-05;-0,0185409265982462;0,141;0,161;1;"Plscr3"
"Tmem9";4,52206185793715e-05;-0,0356527506362514;0,145;0,165;1;"Tmem9"
"Dcun1d5";4,54636964868855e-05;-0,0131373281224717;0,248;0,276;1;"Dcun1d5"
"Pggt1b";4,54765213026283e-05;0,102764356306664;0,176;0,161;1;"Pggt1b"
"Setd7";4,5817241469516e-05;0,128818688212296;0,339;0,329;1;"Setd7"
"Atp6v1d";4,60131975647765e-05;-0,033313169780203;0,165;0,185;1;"Atp6v1d"
"Kansl2";4,62207849795965e-05;0,0953637092119562;0,157;0,142;1;"Kansl2"
"Tgfbi";4,65912021904371e-05;0,169561043825766;0,397;0,389;1;"Tgfbi"
"Snw1";4,68732992971539e-05;-0,0188035846210483;0,239;0,265;1;"Snw1"
"Cryzl1";4,7048021784892e-05;-0,0351103662192121;0,127;0,144;1;"Cryzl1"
"Stat2";4,71314241322276e-05;0,107398393316361;0,17;0,154;1;"Stat2"
"Ifi203";4,77197234169739e-05;0,10547314494043;0,281;0,265;1;"Ifi203"
"Iars2";4,83414307979884e-05;-0,0344045487446644;0,145;0,164;1;"Iars2"
"Fam114a1";4,8732576667708e-05;-0,0392593500081125;0,245;0,27;1;"Fam114a1"
"Pttg1ip";4,87621571040546e-05;-0,0284961354797362;0,466;0,505;1;"Pttg1ip"
"Arsa";4,88084531159883e-05;-0,0484713866688559;0,121;0,137;1;"Arsa"
"Fyttd1";4,88329725961724e-05;0,109416490630899;0,287;0,273;1;"Fyttd1"
"Abl2";4,96119350930843e-05;0,0860492677118931;0,114;0,101;1;"Abl2"
"Srsf10";4,97273433311411e-05;-0,0185958412980631;0,341;0,375;1;"Srsf10"
"Tfg";5,12362177788022e-05;-0,0269400617260398;0,173;0,194;1;"Tfg"
"Rnf121";5,25137151261528e-05;-0,0331093740800104;0,095;0,11;1;"Rnf121"
"Atg5";5,37607559627856e-05;-0,0224309961627754;0,13;0,148;1;"Atg5"
"Ppp1r9a";5,40392386061768e-05;-0,0369093529427245;0,087;0,102;1;"Ppp1r9a"
"Hpse2";5,43304777276195e-05;-0,0398644395582491;0,221;0,244;1;"Hpse2"
"Slc35a1";5,44574238493168e-05;-0,0162845740215835;0,093;0,109;1;"Slc35a1"
"Sec16a";5,46757634018432e-05;-0,022230877244915;0,149;0,169;1;"Sec16a"
"Tubgcp3";5,5323064034076e-05;0,0733362854382885;0,112;0,099;1;"Tubgcp3"
"Ddx1";5,54033540370046e-05;-0,0287040589013449;0,15;0,169;1;"Ddx1"
"Pum2";5,58512355864979e-05;0,109290447827343;0,503;0,505;1;"Pum2"
"Ube2e2";5,66015435432932e-05;-0,042350711987771;0,094;0,109;1;"Ube2e2"
"Snrpa";5,72302523022787e-05;-0,0292079937037016;0,124;0,141;1;"Snrpa"
"Zdhhc20";5,77460581108048e-05;0,114744012399056;0,266;0,251;1;"Zdhhc20"
"Hipk3";5,80181471387626e-05;-0,0235861579953349;0,277;0,305;1;"Hipk3"
"Ccn2";5,89674970949354e-05;0,201825776374674;0,203;0,187;1;"Ccn2"
"H2-Ke6";5,92514205701512e-05;-0,0189944525547807;0,1;0,116;1;"H2-Ke6"
"Zfp622";5,92741470115303e-05;-0,0298804025466746;0,109;0,125;1;"Zfp622"
"Gmps";5,98579027158661e-05;-0,0198130218399244;0,179;0,201;1;"Gmps"
"Fam13b";6,03632188965911e-05;0,0957777407102095;0,168;0,153;1;"Fam13b"
"Ppm1b";6,17668475746905e-05;0,0967166994692474;0,181;0,166;1;"Ppm1b"
"Fgl2";6,27575912390093e-05;0,249560621114272;0,219;0,206;1;"Fgl2"
"S100a6";6,30143331020127e-05;-0,0649563557801773;0,714;0,737;1;"S100a6"
"Cmip";6,3179642656808e-05;-0,0382849885207028;0,126;0,143;1;"Cmip"
"Slc44a1";6,32603516008501e-05;-0,0472464282072724;0,344;0,37;1;"Slc44a1"
"Clec2d";6,32757783842995e-05;0,173661364938055;0,363;0,355;1;"Clec2d"
"Cited2";6,33431268150937e-05;0,167188939542257;0,334;0,323;1;"Cited2"
"Hacd4";6,40823122678692e-05;0,0886249058311223;0,113;0,099;1;"Hacd4"
"Clptm1";6,43012154106173e-05;-0,0194632393031887;0,178;0,199;1;"Clptm1"
"Plekho2";6,50039840498723e-05;0,140301817222657;0,225;0,21;1;"Plekho2"
"Arfgap2";6,50218579069968e-05;-0,0275377767543208;0,179;0,2;1;"Arfgap2"
"Sf3a2";6,5129936390172e-05;0,0736908966900705;0,118;0,104;1;"Sf3a2"
"Plekhh3";6,54879161773974e-05;-0,0300748826918973;0,111;0,128;1;"Plekhh3"
"Brd1";6,57733627583243e-05;-0,0282679998743138;0,316;0,346;1;"Brd1"
"Mbtd1";6,62689388708014e-05;0,10275878875274;0,225;0,21;1;"Mbtd1"
"Srgn";6,64574768689588e-05;-0,254446258853526;0,181;0,159;1;"Srgn"
"Clip3";6,66872638331136e-05;-0,0382436156763832;0,099;0,114;1;"Clip3"
"Hsf1";6,67424802407748e-05;-0,032414779576933;0,124;0,141;1;"Hsf1"
"Pole4";6,70977412518251e-05;-0,0350138264532522;0,224;0,248;1;"Pole4"
"Cyth1";6,72636909902699e-05;0,102366372254409;0,105;0,092;1;"Cyth1"
"Itgb3";6,73544025733768e-05;0,125204382717869;0,178;0,164;1;"Itgb3"
