"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"gene"
"Jade1";2,56506546841168e-42;0,303461345242219;0,329;0,268;5,75549389802212e-38;"Jade1"
"Mettl7a1";3,65094055456902e-42;-0,205197531457622;0,286;0,366;8,19198041634197e-38;"Mettl7a1"
"Pcsk5";5,3650080968008e-42;-0,29599048643844;0,34;0,409;1,20380051676016e-37;"Pcsk5"
"Gemin7";5,82441716792529e-42;-0,172992381310907;0,147;0,21;1,30688272413908e-37;"Gemin7"
"Vps29";6,2050213387426e-42;-0,170923178918812;0,217;0,291;1,39228268798706e-37;"Vps29"
"Timm23";7,6888979801481e-42;-0,181155562880105;0,186;0,256;1,72523492878563e-37;"Timm23"
"Zcrb1";8,26304133959717e-42;-0,184422413285919;0,332;0,414;1,85406121577881e-37;"Zcrb1"
"Adamts2";1,14640734393966e-41;-0,21779527316257;0,233;0,306;2,5723087983318e-37;"Adamts2"
"Serpina3n";1,1497602470342e-41;-0,228630128458071;0,162;0,228;2,57983204229534e-37;"Serpina3n"
"Psma3";1,15124859289829e-41;-0,163778219527787;0,464;0,553;2,58317159274518e-37;"Psma3"
"Dgat1";1,16950068187096e-41;0,4285200226829;0,251;0,186;2,62412562998207e-37;"Dgat1"
"Pfdn2";1,18627111454782e-41;-0,168854848901857;0,333;0,417;2,6617551268224e-37;"Pfdn2"
"Zfp637";1,27703300398494e-41;-0,150213016636201;0,084;0,136;2,8654066543414e-37;"Zfp637"
"Bola1";2,14373401315186e-41;-0,168960863183392;0,134;0,194;4,81011037871015e-37;"Bola1"
"Rpp25l";2,41743509141764e-41;-0,17152206939061;0,114;0,171;5,42424085812291e-37;"Rpp25l"
"Gadd45gip1";3,51378969597993e-41;-0,163293431601323;0,141;0,203;7,88424131983976e-37;"Gadd45gip1"
"Aldoa";3,69070268326282e-41;-0,197514567036858;0,503;0,583;8,28119868070512e-37;"Aldoa"
"Celf1";6,48324875769703e-41;0,257699169395943;0,437;0,376;1,45471135625206e-36;"Celf1"
"Stbd1";6,49173460190339e-41;-0,199708140288895;0,111;0,166;1,45661540997508e-36;"Stbd1"
"Wdr83os";7,20175041055409e-41;-0,167474584600685;0,292;0,373;1,61592875712013e-36;"Wdr83os"
"Trappc4";8,82092978328991e-41;-0,170043736552591;0,166;0,231;1,97924022477459e-36;"Trappc4"
"Cyc1";1,32020938779348e-40;-0,170119442999069;0,19;0,258;2,96228582433102e-36;"Cyc1"
"Arl3";1,46149155177883e-40;-0,180675089351189;0,14;0,199;3,27929474388133e-36;"Arl3"
"Ift43";2,12257577751476e-40;-0,190591833609461;0,162;0,225;4,76263552958762e-36;"Ift43"
"Smim11";2,18417170851672e-40;-0,164593608093248;0,429;0,517;4,90084447956981e-36;"Smim11"
"Fzd1";2,68875014326289e-40;-0,215789622482292;0,377;0,456;6,03301757145328e-36;"Fzd1"
"Pigyl";3,68111129243971e-40;-0,163155955030428;0,121;0,179;8,25967751797622e-36;"Pigyl"
"Srsf2";3,89076213445551e-40;0,269351195345699;0,61;0,572;8,73009207729127e-36;"Srsf2"
"Acyp1";4,131476370662e-40;-0,16131014672892;0,083;0,132;9,27020668049139e-36;"Acyp1"
"Fendrr";4,19331668989085e-40;0,305284833884171;0,311;0,251;9,4089639887771e-36;"Fendrr"
"Adcyap1r1";4,44017040556791e-40;-0,269704303612799;0,177;0,24;9,96285435601327e-36;"Adcyap1r1"
"Bloc1s1";4,63476645206595e-40;-0,208958572034253;0,256;0,328;1,03994889651456e-35;"Bloc1s1"
"Bmp7";4,73990427260136e-40;0,277072611388965;0,108;0,064;1,06353972068629e-35;"Bmp7"
"Mrpl36";8,33395657784583e-40;-0,166785597870039;0,178;0,244;1,86997317693705e-35;"Mrpl36"
"Snrpc";9,03072418148647e-40;-0,171885349718347;0,216;0,286;2,02631389184194e-35;"Snrpc"
"Col14a1";1,00172035782093e-39;-0,29427930823192;0,395;0,475;2,24766013887861e-35;"Col14a1"
"Peg3";1,1536319541555e-39;-0,209337277218949;0,226;0,298;2,58851937873412e-35;"Peg3"
"Ccdc124";1,49704797780567e-39;-0,162357736953696;0,173;0,239;3,35907625260036e-35;"Ccdc124"
"Efnb2";1,67756303896408e-39;0,353721675709656;0,162;0,111;3,76411594682761e-35;"Efnb2"
"Prelid1";1,81051150734748e-39;-0,172314634900105;0,252;0,325;4,06242572018627e-35;"Prelid1"
"Emc6";2,01131882322425e-39;-0,160338080117867;0,14;0,2;4,51299717555056e-35;"Emc6"
"Sept7";2,30597549035489e-39;-0,150307821292308;0,614;0,692;5,17414780525831e-35;"Sept7"
"Yif1a";2,3261087756472e-39;-0,14928019891867;0,091;0,142;5,21932287079719e-35;"Yif1a"
"Lgi2";2,36835119035903e-39;-0,204498747419795;0,311;0,39;5,31410640092759e-35;"Lgi2"
"Cacnb3";3,51862079499952e-39;-0,168027469525774;0,11;0,164;7,89508133981993e-35;"Cacnb3"
"Matn2";3,95559249335453e-39;-0,179585073389106;0,419;0,508;8,87555843658889e-35;"Matn2"
"Tmed9";4,21225806774713e-39;-0,185056439332486;0,428;0,508;9,451464652411e-35;"Tmed9"
"Mettl23";4,69882604701894e-39;-0,165724084070287;0,15;0,212;1,05432258843011e-34;"Mettl23"
"Plekhj1";6,68734656698369e-39;-0,173127559512475;0,15;0,212;1,5005068226998e-34;"Plekhj1"
"Nt5c";1,10023011945634e-38;-0,160847175042412;0,121;0,176;2,46869634203614e-34;"Nt5c"
"H3f3b";1,1084587155814e-38;-0,158659323621909;0,934;0,957;2,48715966602155e-34;"H3f3b"
"Stx8";1,17426562216764e-38;-0,153496367379972;0,108;0,161;2,63481720301975e-34;"Stx8"
"Spr";1,19219235598421e-38;-0,158803555170977;0,152;0,213;2,67504120835736e-34;"Spr"
"Atf5";1,26672130254593e-38;-0,1973705022483;0,229;0,298;2,84226925865255e-34;"Atf5"
"Tmed1";1,3225117197632e-38;-0,146172122527301;0,095;0,147;2,96745179680467e-34;"Tmed1"
"Wfdc1";1,43952361155856e-38;-0,204068704614774;0,215;0,283;3,23000307961511e-34;"Wfdc1"
"Gstm5";1,61571828784992e-38;-0,171229027813928;0,122;0,177;3,62534869427764e-34;"Gstm5"
"Igf1r";1,64049724973405e-38;0,301916453703581;0,497;0,45;3,68094772895327e-34;"Igf1r"
"Prpf8";1,83981686428387e-38;-0,174164314607267;0,243;0,314;4,12818108008015e-34;"Prpf8"
"Cavin2";1,91448220334254e-38;0,494254121037069;0,224;0,168;4,29571516785998e-34;"Cavin2"
"Creg1";2,07511044296425e-38;-0,176823637834856;0,286;0,361;4,65613281192318e-34;"Creg1"
"Arl1";2,62217248939748e-38;-0,170572503177341;0,369;0,449;5,88363063171007e-34;"Arl1"
"Rwdd1";3,62842609494241e-38;-0,164033384480515;0,367;0,45;8,14146247183179e-34;"Rwdd1"
"Rexo2";3,74856178160895e-38;-0,159519974318349;0,329;0,41;8,41102292557415e-34;"Rexo2"
"Dnajc15";3,99086810866004e-38;-0,162203267927804;0,103;0,155;8,95470986221141e-34;"Dnajc15"
"Emilin1";5,78512095657894e-38;-0,197748301499321;0,5;0,58;1,29806544023718e-33;"Emilin1"
"Rack1";6,00901816458686e-38;-0,121435020386175;0,894;0,933;1,34830349577e-33;"Rack1"
"Mrps15";7,7750124005106e-38;-0,152427175320032;0,127;0,185;1,74455728242657e-33;"Mrps15"
"Smim1";7,99063047417194e-38;-0,164535594024147;0,139;0,197;1,7929376657947e-33;"Smim1"
"Tmem147";9,15065214185725e-38;-0,151111489677399;0,133;0,191;2,05322332758993e-33;"Tmem147"
"Ndufb6";9,77902824587127e-38;-0,164531923739875;0,3;0,377;2,19421835780859e-33;"Ndufb6"
"Ppp1r15a";9,79930521771511e-38;0,420408170286854;0,526;0,472;2,19876810475092e-33;"Ppp1r15a"
"Alcam";1,29442416788716e-37;0,323487846759804;0,135;0,089;2,90442894790522e-33;"Alcam"
"Csrnp1";1,30287805518914e-37;0,361516016047652;0,217;0,161;2,9233977802334e-33;"Csrnp1"
"Fdx2";1,32397929930568e-37;-0,151481790172803;0,122;0,177;2,97074475178209e-33;"Fdx2"
"Hmgcs1";1,5475875638176e-37;0,340092251553485;0,258;0,202;3,47247697569392e-33;"Hmgcs1"
"Ndufa6";1,58556202694336e-37;-0,159672594181063;0,56;0,642;3,55768407605551e-33;"Ndufa6"
"Glul";1,63264620054533e-37;0,319937059504234;0,45;0,398;3,66333154478362e-33;"Glul"
"Mrps7";1,88626408300095e-37;-0,142483874681281;0,102;0,153;4,23239934943753e-33;"Mrps7"
"Lsm7";1,94534979043749e-37;-0,172097348459832;0,243;0,313;4,36497585978364e-33;"Lsm7"
"Acaca";3,32911034982608e-37;0,218668792657712;0,147;0,1;7,46985780293976e-33;"Acaca"
"Gstm1";3,44868145322917e-37;-0,169706102774601;0,574;0,647;7,73815144475562e-33;"Gstm1"
"Morf4l2";4,96497103083234e-37;0,230457285487736;0,556;0,514;1,11404019989816e-32;"Morf4l2"
"Hnrnpk";5,15355675001142e-37;0,175908502176168;0,788;0,779;1,15635506356756e-32;"Hnrnpk"
"Fat1";5,42949477078406e-37;0,307603448075383;0,292;0,236;1,21827003666853e-32;"Fat1"
"Ssu72";6,72959277709612e-37;-0,157928657315792;0,18;0,245;1,50998602732483e-32;"Ssu72"
"Cln5";7,82606264625329e-37;-0,149820361305737;0,127;0,183;1,75601193656631e-32;"Cln5"
"Sf3b6";7,85829433116969e-37;-0,164551886109296;0,375;0,456;1,76324408202786e-32;"Sf3b6"
"Marcksl1";8,07782989746348e-37;0,337856021981953;0,149;0,101;1,81250347239285e-32;"Marcksl1"
"Wasf2";9,64104560682977e-37;-0,161135942225648;0,384;0,466;2,16325781326046e-32;"Wasf2"
"Apold1";9,64343468905575e-37;0,7421167376925;0,1;0,06;2,16379387553033e-32;"Apold1"
"Uqcc3";1,28516795254662e-36;-0,157015480708275;0,199;0,265;2,88365985192411e-32;"Uqcc3"
"Mrpl15";1,3092476291156e-36;-0,151770942793959;0,113;0,166;2,93768983020959e-32;"Mrpl15"
"Gramd1b";1,61343444055155e-36;0,191203796817702;0,115;0,071;3,62022419770956e-32;"Gramd1b"
"Ube2s";1,65135384537435e-36;-0,178991945739785;0,345;0,422;3,70530775825097e-32;"Ube2s"
"Rpp21";1,73787222131762e-36;-0,165840579939654;0,146;0,204;3,89943769019247e-32;"Rpp21"
"Adgrf5";1,75199649208784e-36;0,340997648814098;0,107;0,065;3,93112972894669e-32;"Adgrf5"
"Tmed3";2,88484600349629e-36;-0,18348459867866;0,357;0,433;6,47301746264498e-32;"Tmed3"
"Tomm6";3,18438354305639e-36;-0,144780175084828;0,674;0,748;7,14511979390993e-32;"Tomm6"
"Mtch1";3,44919513164792e-36;-0,165172037306275;0,502;0,584;7,7393040363916e-32;"Mtch1"
"Col6a5";3,48550636506725e-36;-0,270387794705331;0,156;0,214;7,82077918193789e-32;"Col6a5"
"Eci1";4,38386112506566e-36;-0,136357732555874;0,082;0,128;9,83650759242232e-32;"Eci1"
"Pdcd5";4,47510231950431e-36;-0,156210928125677;0,362;0,441;1,00412345845038e-31;"Pdcd5"
"Rspo3";4,85680372834174e-36;-0,203273502521883;0,131;0,186;1,08976962056532e-31;"Rspo3"
"Hmgcr";4,94259697144569e-36;0,280489182459274;0,156;0,108;1,10901990845298e-31;"Hmgcr"
"Emc4";5,17964051145939e-36;-0,13714044896002;0,099;0,149;1,16220773796126e-31;"Emc4"
"Fam104a";5,29753906704834e-36;-0,165399603465601;0,216;0,283;1,18866181586431e-31;"Fam104a"
"Gpr153";5,53432219693539e-36;-0,178137978714281;0,173;0,233;1,24179121454836e-31;"Gpr153"
"Bdkrb2";6,79067336971874e-36;0,356789840905661;0,111;0,07;1,52369129069749e-31;"Bdkrb2"
"Malsu1";9,02744815448315e-36;-0,177259038524407;0,141;0,196;2,02557881690293e-31;"Malsu1"
"Atp5f1";9,16737350382311e-36;-0,156112222747278;0,498;0,58;2,05697526678783e-31;"Atp5f1"
"Htra1";9,5391392326941e-36;-0,184248985140692;0,372;0,449;2,1403920610319e-31;"Htra1"
"Fstl1";9,89184629649652e-36;-0,170292687675577;0,653;0,725;2,21953247200789e-31;"Fstl1"
"Ifi30";1,19581967689685e-35;-0,194342067376141;0,117;0,169;2,68318019102116e-31;"Ifi30"
"Atp6v1g1";1,21758064772001e-35;-0,153829780536696;0,427;0,513;2,73200745735415e-31;"Atp6v1g1"
"Nsa2";2,10210440394665e-35;-0,15674248700572;0,637;0,715;4,71670186157548e-31;"Nsa2"
"Rgs10";2,10842136686727e-35;-0,261911957419725;0,231;0,296;4,73087586297678e-31;"Rgs10"
"Dpysl2";2,32562156091819e-35;0,217185578990311;0,595;0,557;5,21822965838822e-31;"Dpysl2"
"Mrpl55";2,8438751573253e-35;-0,145960023079718;0,087;0,133;6,3810870780065e-31;"Mrpl55"
"Odc1";3,19429936335699e-35;0,708834945253679;0,324;0,268;7,16736891150042e-31;"Odc1"
"Lrpap1";3,68183545119556e-35;-0,152115085097093;0,264;0,335;8,26130238539259e-31;"Lrpap1"
"Dtymk";4,80523167995632e-35;-0,155965065846255;0,156;0,215;1,0781978843486e-30;"Dtymk"
"Ddx17";4,96815237674875e-35;0,194696839777782;0,673;0,648;1,11475403029488e-30;"Ddx17"
"1810026B05Rik";6,45925764980518e-35;-0,15605092168324;0,252;0,322;1,44932823146329e-30;"1810026B05Rik"
"Ddah2";7,90157453311029e-35;-0,176737782300811;0,231;0,297;1,77295529373929e-30;"Ddah2"
"Cdk4";7,953997906624e-35;-0,153792516806721;0,177;0,24;1,78471805028829e-30;"Cdk4"
"Serpine1";9,3996201075936e-35;0,454874026673954;0,154;0,107;2,10908675974185e-30;"Serpine1"
"Bad";9,54393966777762e-35;-0,138517337424309;0,118;0,17;2,14146918265594e-30;"Bad"
"Ccs";1,04575313544132e-34;-0,137211749678987;0,102;0,151;2,34646088530323e-30;"Ccs"
"Ran";1,51179414677957e-34;-0,154464358620413;0,381;0,461;3,39216370654401e-30;"Ran"
"Srsf6";1,57957662810651e-34;0,230512027797386;0,514;0,469;3,54425403814539e-30;"Srsf6"
"Crip1";1,71670625442145e-34;-0,324995738257607;0,706;0,755;3,85194549367085e-30;"Crip1"
"Tsc22d3";1,73372275456134e-34;0,336411403164313;0,424;0,374;3,89012711668474e-30;"Tsc22d3"
"Hmgb1";1,84768019825274e-34;-0,128089954274686;0,828;0,881;4,14582482883951e-30;"Hmgb1"
"H6pd";2,13209350247887e-34;-0,179596595995778;0,246;0,312;4,78399140086208e-30;"H6pd"
"Stard4";2,48322131225537e-34;0,238713176135736;0,116;0,074;5,57185198043859e-30;"Stard4"
"Ntf3";2,59984198265661e-34;-0,1499948752133;0,082;0,128;5,83352544068491e-30;"Ntf3"
"Fam43a";4,32488387422954e-34;0,266093074858396;0,103;0,064;9,70417443699624e-30;"Fam43a"
"Csnk1a1";4,34583234480203e-34;0,168140642175855;0,788;0,783;9,7511786152668e-30;"Csnk1a1"
"Dpm2";4,67018597579452e-34;-0,136602781716903;0,136;0,192;1,04789632924877e-29;"Dpm2"
"Dbp";6,16263784695316e-34;-0,279276869511228;0,115;0,164;1,38277268009935e-29;"Dbp"
"Ndufs6";7,28222837339393e-34;-0,14645668514557;0,455;0,537;1,63398640242213e-29;"Ndufs6"
"Tle5";7,34530983620503e-34;-0,137170432760111;0,592;0,672;1,64814062104768e-29;"Tle5"
"Sdf2";7,6858914217816e-34;-0,150866244537219;0,283;0,355;1,72456031721936e-29;"Sdf2"
"Mrps25";8,20929619922974e-34;-0,141183225180099;0,11;0,161;1,84200188118317e-29;"Mrps25"
"Rbm3";9,15987182622219e-34;-0,145965866174611;0,582;0,661;2,05529204036773e-29;"Rbm3"
"Dtx3";9,38802076125631e-34;0,227137180710805;0,384;0,328;2,10648409841069e-29;"Dtx3"
"Cbr3";1,03741832620093e-33;-0,142502210387935;0,08;0,124;2,32775924032964e-29;"Cbr3"
"U2af1";1,20306193132532e-33;-0,150311391867818;0,267;0,337;2,69943036150775e-29;"U2af1"
"Ten1";1,21341950474385e-33;-0,128709657205837;0,084;0,129;2,72267068474424e-29;"Ten1"
"Tmed10";1,28742724573803e-33;-0,147146129064216;0,543;0,623;2,88872925398699e-29;"Tmed10"
"Socs3";1,38433845432369e-33;0,309467403921357;0,399;0,342;3,1061786238115e-29;"Socs3"
"Cdc26";1,45702748296875e-33;-0,135068846199889;0,244;0,314;3,26927826628529e-29;"Cdc26"
"Tm2d3";1,54614034922589e-33;-0,126618546652304;0,102;0,152;3,46922971559304e-29;"Tm2d3"
"Ndufv1";1,56771040935143e-33;-0,144046505805737;0,175;0,235;3,51762861650275e-29;"Ndufv1"
"S100a13";1,61577828222703e-33;-0,147054961678699;0,606;0,682;3,62548330966102e-29;"S100a13"
"Rab5if";1,63625624582988e-33;-0,146546843184265;0,225;0,292;3,67143176439309e-29;"Rab5if"
"C1d";2,07042385969471e-33;-0,144527785744063;0,229;0,297;4,645617056383e-29;"C1d"
"H2afz";2,41553134663317e-33;-0,201723294556852;0,567;0,65;5,41996923557551e-29;"H2afz"
"Acot13";2,75088490536469e-33;-0,133159436957645;0,089;0,135;6,1724355506573e-29;"Acot13"
"Zbtb20";2,93123116490014e-33;0,175525159887088;0,886;0,893;6,57709648780293e-29;"Zbtb20"
"Cib1";3,03936906873926e-33;-0,133486353910128;0,098;0,145;6,81973631643714e-29;"Cib1"
"Dnajb1";3,9532283488959e-33;0,38816866020436;0,357;0,302;8,87025376925261e-29;"Dnajb1"
"Idi1";3,98068495086854e-33;0,358630733120244;0,18;0,132;8,93186089275883e-29;"Idi1"
"Selenop";4,43877373236141e-33;-0,150365697950734;0,697;0,761;9,95972050067254e-29;"Selenop"
"Polr2g";4,84677624394535e-33;-0,152222468799379;0,175;0,235;1,08751965361646e-28;"Polr2g"
"Nudc";5,0054434031497e-33;-0,140756550334371;0,18;0,241;1,12312139079873e-28;"Nudc"
"Dguok";5,09413320274086e-33;-0,135058448345759;0,155;0,213;1,14302160803099e-28;"Dguok"
"Ndufb2";5,17382945982782e-33;-0,154465725590388;0,459;0,54;1,16090385419617e-28;"Ndufb2"
"Prkar1a";5,7472613498244e-33;0,192454995272056;0,716;0,694;1,2895705016736e-28;"Prkar1a"
"Sod2";5,88558651209176e-33;-0,168070812708755;0,241;0,305;1,32060790158315e-28;"Sod2"
"Sox4";6,95128197785528e-33;0,368313903783678;0,328;0,277;1,55972865019117e-28;"Sox4"
"Snf8";7,01140310825964e-33;-0,137735218503186;0,145;0,201;1,5732186294313e-28;"Snf8"
"Eif3m";8,05321590141534e-33;-0,154498732331391;0,298;0,37;1,80698058395957e-28;"Eif3m"
"Commd4";8,59117637874229e-33;-0,140463236235281;0,116;0,166;1,9276881558622e-28;"Commd4"
"Manbal";8,63258565758608e-33;-0,13012539198492;0,106;0,155;1,93697956984916e-28;"Manbal"
"Dtd1";8,8199599265677e-33;-0,135689543508089;0,083;0,127;1,97902260832326e-28;"Dtd1"
"Tmem234";9,57039570768775e-33;-0,153892336948181;0,33;0,404;2,14740538889098e-28;"Tmem234"
"Npm1";9,63067589698102e-33;-0,123146577255728;0,812;0,864;2,1609310577646e-28;"Npm1"
"Mrpl22";9,95545430800647e-33;-0,128672849175748;0,079;0,122;2,23380483763049e-28;"Mrpl22"
"Cpq";1,31031458060777e-32;-0,157961766856561;0,344;0,418;2,94008385596772e-28;"Cpq"
"Zbtb8os";1,36921687831305e-32;-0,134633630232418;0,087;0,131;3,07224883155881e-28;"Zbtb8os"
"Tbrg1";1,49650044502187e-32;-0,153088947119637;0,276;0,346;3,35784769854008e-28;"Tbrg1"
"Comt";1,49729181368925e-32;-0,146031358923145;0,26;0,329;3,35962337155593e-28;"Comt"
"Calm1";1,56904177574531e-32;-0,141272818458383;0,798;0,852;3,52061593641734e-28;"Calm1"
"Lgalsl";2,02908770542496e-32;-0,214262534751025;0,195;0,254;4,55286699343253e-28;"Lgalsl"
"Mvb12a";2,04468014864822e-32;-0,147315788271901;0,128;0,18;4,58785331753687e-28;"Mvb12a"
"Gnas";2,22242629316009e-32;0,150432935635592;0,925;0,929;4,98668011659261e-28;"Gnas"
"Phb2";2,50692231890794e-32;-0,133403556735091;0,176;0,237;5,62503229916563e-28;"Phb2"
"Timp2";2,92662484420488e-32;-0,145755803541879;0,715;0,78;6,56676082542691e-28;"Timp2"
"2300009A05Rik";3,28689136011579e-32;-0,135228117001054;0,09;0,136;7,37512683382781e-28;"2300009A05Rik"
"Cox6b2";3,74029681975132e-32;-0,212639596503633;0,17;0,226;8,39247800415801e-28;"Cox6b2"
"Ints6l";4,04011660544961e-32;0,270220080413631;0,309;0,258;9,06521363930785e-28;"Ints6l"
"Rpn1";4,43291960246964e-32;0,225808711966153;0,517;0,478;9,94658500402138e-28;"Rpn1"
"Ddrgk1";5,18916337921794e-32;-0,141519333873126;0,273;0,344;1,16434447902892e-27;"Ddrgk1"
"Unc119";6,63026533879367e-32;-0,135450348610819;0,07;0,111;1,48769893671852e-27;"Unc119"
"Bcap31";6,75659162763167e-32;-0,15286517024596;0,306;0,378;1,516044029408e-27;"Bcap31"
"Rdm1";7,37850241688258e-32;-0,12563003559333;0,085;0,129;1,65558837230011e-27;"Rdm1"
"Smap1";7,82920435971521e-32;-0,149289033065025;0,271;0,34;1,7567168742329e-27;"Smap1"
"Acaa2";9,59758094182917e-32;-0,177809112455868;0,311;0,38;2,15350521172763e-27;"Acaa2"
"Apcdd1";1,022834411048e-31;-0,211382425613206;0,154;0,207;2,29503585150949e-27;"Apcdd1"
"Exosc4";1,045262354535e-31;-0,116748194817056;0,093;0,139;2,34535967110563e-27;"Exosc4"
"Ndufb3";1,19853722461265e-31;-0,15228072148488;0,465;0,546;2,68927782458586e-27;"Ndufb3"
"Commd3";1,23934660373397e-31;-0,137452094338322;0,16;0,216;2,78084590945829e-27;"Commd3"
"Fry";1,31303491062041e-31;0,321322125873077;0,218;0,169;2,94618773245007e-27;"Fry"
"Abca8a";2,06971598482133e-31;-0,14004972397462;0,379;0,453;4,64402872674211e-27;"Abca8a"
"Yif1b";2,55917243778531e-31;-0,144680755337311;0,129;0,18;5,74227111590268e-27;"Yif1b"
"B3gnt9";2,70245623948901e-31;-0,142679673984466;0,093;0,137;6,06377131016544e-27;"B3gnt9"
"Etv1";2,75301206159327e-31;0,348747900779163;0,299;0,248;6,17720846380298e-27;"Etv1"
"Med28";2,75816637404919e-31;-0,139913874133005;0,263;0,333;6,18877371009157e-27;"Med28"
"Lsm2";3,32426098975369e-31;-0,137765649759876;0,116;0,165;7,45897680880934e-27;"Lsm2"
"Hras";3,39554377202746e-31;-0,120522430772096;0,126;0,177;7,61892111567522e-27;"Hras"
"Dmac1";3,46155847343238e-31;-0,151449796442716;0,151;0,204;7,76704490268758e-27;"Dmac1"
"Anapc13";3,77293801208593e-31;-0,147573067811023;0,307;0,378;8,4657183115184e-27;"Anapc13"
"Ggh";3,95538777623009e-31;-0,151800161380654;0,264;0,331;8,87509909230507e-27;"Ggh"
"Smim14";4,00931836644835e-31;-0,139688988630964;0,445;0,524;8,99610855063682e-27;"Smim14"
"Sp100";4,12207686937565e-31;0,249511255988024;0,33;0,277;9,24911607950507e-27;"Sp100"
"Dyrk2";4,81587681376707e-31;0,254438670210375;0,287;0,237;1,08058643947306e-26;"Dyrk2"
"Chchd10";7,92875807373648e-31;-0,337207346640643;0,178;0,23;1,77905473658499e-26;"Chchd10"
"Alkbh7";8,37351958055814e-31;-0,115202824689498;0,066;0,105;1,87885032348564e-26;"Alkbh7"
"Cyp51";8,4315839284812e-31;0,32585729989716;0,144;0,101;1,89187880187261e-26;"Cyp51"
"Col5a1";9,96528781662958e-31;-0,181165099364136;0,58;0,642;2,23601128029534e-26;"Col5a1"
"Pamr1";1,06889484197145e-30;-0,181466326765853;0,118;0,166;2,39838624641555e-26;"Pamr1"
"Lgals3bp";1,38389253111655e-30;-0,175901059303073;0,376;0,445;3,10517806131931e-26;"Lgals3bp"
"Ndufa5";1,50795586105831e-30;-0,14983721503534;0,486;0,566;3,38355136104264e-26;"Ndufa5"
"Gpm6b";1,56863762276581e-30;-0,174113502736065;0,243;0,305;3,51970909796191e-26;"Gpm6b"
"Ogn";1,65811592079034e-30;0,362645418446804;0,397;0,343;3,72048050306936e-26;"Ogn"
"Plk2";2,25095356684429e-30;0,343449179662491;0,185;0,139;5,05068961328522e-26;"Plk2"
"Cbr1";2,46419275676678e-30;-0,130910471334492;0,097;0,142;5,5291557076333e-26;"Cbr1"
"Cd83";2,62035924642964e-30;0,661501947440106;0,127;0,086;5,87956207713882e-26;"Cd83"
"Mrpl11";3,01748984412394e-30;-0,128008963571913;0,101;0,147;6,77064371224529e-26;"Mrpl11"
"Ube2d3";3,21308599542708e-30;0,194300384221113;0,728;0,718;7,20952235653928e-26;"Ube2d3"
"Hsp90aa1";3,35574546077596e-30;0,299258449966818;0,759;0,761;7,52962166488909e-26;"Hsp90aa1"
"Spock2";3,52259910290383e-30;-0,177859340772974;0,169;0,224;7,90400786709561e-26;"Spock2"
"Med21";3,5825729890165e-30;-0,148180642809739;0,167;0,223;8,03857727275522e-26;"Med21"
"Calm3";3,59699476454485e-30;-0,129209155976276;0,617;0,696;8,07093685268573e-26;"Calm3"
"Pfdn1";3,72064247592524e-30;-0,142369382475268;0,223;0,284;8,34837758748105e-26;"Pfdn1"
"Ptbp3";5,64804740438717e-30;0,236721819817836;0,475;0,432;1,26730887659639e-25;"Ptbp3"
"Selenbp1";5,68143560379173e-30;-0,175664191847734;0,258;0,322;1,27480052077879e-25;"Selenbp1"
"Mrpl13";5,89850138515522e-30;-0,135728765679212;0,163;0,218;1,32350574080113e-25;"Mrpl13"
"Csrp2";6,19764783723439e-30;-0,248802309013564;0,197;0,252;1,39062822171865e-25;"Csrp2"
"Vamp8";6,83631141676867e-30;-0,144782894499253;0,307;0,377;1,53393155569455e-25;"Vamp8"
"Chodl";6,99393179296407e-30;-0,36410891394221;0,164;0,214;1,56929841570528e-25;"Chodl"
"Gpr132";7,17518987889767e-30;0,451969083665941;0,122;0,082;1,60996910502706e-25;"Gpr132"
"Mdh2";7,89617320192681e-30;-0,162001554780467;0,31;0,377;1,77174334304834e-25;"Mdh2"
"Vegfb";7,91227535427015e-30;-0,141254177844564;0,113;0,161;1,77535634399114e-25;"Vegfb"
"Il1r1";8,32206877190593e-30;-0,159095743032742;0,24;0,303;1,86730579104025e-25;"Il1r1"
"Canx";8,68417181767997e-30;0,192518936861882;0,701;0,696;1,94855447245103e-25;"Canx"
"Naa38";1,09813612988865e-29;-0,149700419797519;0,218;0,279;2,46399784824415e-25;"Naa38"
"Aldh2";1,27801797828233e-29;-0,133495335277801;0,625;0,696;2,86761673966989e-25;"Aldh2"
"Cystm1";1,3464603341102e-29;-0,168986359928642;0,133;0,182;3,02118769767647e-25;"Cystm1"
"Ergic3";1,38237038332962e-29;-0,142737371736623;0,284;0,352;3,101762666115e-25;"Ergic3"
"Gng11";1,83020094616016e-29;-0,0852547082776716;0,53;0,611;4,10660488299418e-25;"Gng11"
"Mrps18c";2,11454182672362e-29;-0,128227975201345;0,155;0,209;4,74460895080245e-25;"Mrps18c"
"Vcam1";2,22670589765962e-29;-0,196942137826946;0,181;0,236;4,99628269316865e-25;"Vcam1"
"Med10";2,45376026713447e-29;-0,117488732339716;0,116;0,163;5,50574728739633e-25;"Med10"
"Kctd12";2,63442786576898e-29;0,250846671239971;0,536;0,48;5,91112924521243e-25;"Kctd12"
"Pebp1";3,44405578995212e-29;-0,124472008651424;0,494;0,575;7,72777238149456e-25;"Pebp1"
"Adamts1";4,04322910000918e-29;0,435982333371961;0,412;0,368;9,07219745460059e-25;"Adamts1"
